Organization,Website,Status
Pledge for Life,https://www.pledgeforlife.org/,live
Polish American Association,https://www.polish.org/en/,live
Polished Pebbles,https://polishedpebbles.com/,live
Polk Bros Foundation,https://www.polkbrosfdn.org/,live
Port Ministries,https://www.theportministries.org/,live
Portage County Health and Human Service Department,,not found
Portland Mentoring Alliance,https://uwsme.galaxydigital.com/agency/detail/?agency_id=56734,live
Power 4 Youth,https://p4yeurope.blogspot.com/,live
Power Skills Training,https://rebelsguidetopm.com/how-to-earn-leadership-pdus-for-pmp-renewal/,live
Prairie State College,https://prairiestate.edu/,live
Prairie State College Dept of Adult Education,,not found
Pratt Richards Group,https://www.prattrichardsgroup.com/,live
Prep University,https://anointedfire.com/esther-prep-university/,live
Prepaid Legal Casualty,https://www.legalshield.com/,live
Presbyterian Church Day Care Afterschool,https://presbyteriandaycare.wixsite.com/presbyteriandaycare,live
Prevent Child Abuse America,https://preventchildabuse.org/,live
"Prevention First, Inc.",https://www.bookunion.us/company-prevention-first-inc-in-springfield-il-57971,live
Princeton in Chicago Schools,https://canterstrategies.com/about/,live
"Princeton in Chicago Schools, Roosevelt High School",https://www.gymshark.com/collections/all-products/womens,live
Priscilla Belle Productions,https://staffmeup.com/profile/kaypri,live
Pritzker School,https://pritzker.uchicago.edu/academics/degree-programs,live
Progressive Baptist Church,https://www.progressivechicago.org/,live
Progressive Community Center,https://www.chicagoflowersdelivery.com/churches-temples-mosques-synagogues-and-wedding-chapels/progressive-community-ctr/,live
Progressive Community Center - SAFE,https://msrc.microsoft.com/update-guide/vulnerability,live
"Progressive Community Center, SAFE",https://msrc.microsoft.com/update-guide/vulnerability,live
Progressive Community Center-Safe Haven,https://msrc.microsoft.com/update-guide/vulnerability,live
Project Access T/M Program,https://web.archive.org/web/20070207021813/members.aol.com/Polycell/glossary.html,archived
Project Education Plus,https://projecteducationplus.org/1516-2/,live
Project Exploration,https://projectexploration.org/,live
Project HOPE,https://secure.projecthope.org/site/SPageNavigator/2021_08_Hurricane_Ida_Response_Ads_UNR_SEM.html?autologin=true&mfc_pref=T&s_src=ads&s_subsrc=ads_sem_gs_topical_d2d_ida082921,live
Project MENTOR,https://projectmentor.academy/,live
Project Match Kids Match Program,https://www.2k.com/games/nba2k/,live
Project New Life Christ Universal Temple,https://us.shein.com/Shipping-Info-a-280.html,live
Project Simeon 2000 Education,https://radaris.com/p/Ysmin/Page/,unverified
Project YES,http://web.archive.org/web/20040611055906/http://matthue.zoomzoomzoom.co.nz/projects/psion5mx_auto_recharger/index.php,archived
Prologue Alternative High School,https://mediaburn.org/video/what-is-prologue/,live
ProsperPR,https://sur.ly/i/prosperpr.tickspot.com/,live
Providence Englewood Charter School,https://www.incschools.org/school/page/2/,live
Proviso Leyden Council for Community Action Teen Reach,,not found
Proviso Mental Health Commission,https://ptmhc.org/new-board-member-sworn-in-copy/,live
Public Allies,https://publicallies.org/,live
"Public Communication, Inc. (PCI) T/MC partner",,not found
"Public Communications, Inc.  T/MC partner",https://web.archive.org/web/20111011212343/http://publiccommunications.net/,archived
"Public Communications, Inc. - T/MC Partner",https://web.archive.org/web/20110903155904/http://publiccommunications.org/,archived
"Public Communications, Inc., Tutor/Mentor Connection partner",https://www.gymshark.com/collections/all-products/womens,live
Puerto Rican High School,https://www.ed.gov/about/contact-us/state-contacts/pr,live
Pui Tak Center Tutoring Program,https://www.chicagoresourcehub.com/wp-content/uploads/2016/03/chicago-neighborhood-resource-directory.pdf,live
Pulaski Academy,https://www.pulaskiacademy.org/,live
Pullman Elementary School,https://pes.sowashco.org/,live
Purdue Calumet University  SHPE Chapter,,not found
Pursue Scholars,https://www.pursuescholars.org/,live
Quality Improvement Associates,https://jkmichaelspm.com/courses/certified-quality-improvement-associates/lessons/team-formation-and-group-dynamics/,live
Quality Leadership Institute,https://testguild.com/episode-93-quality-leadership-institute-podcast/,live
Quality Transitions,https://trendslogo.com/davinci-resolve/100-free-davinci-resolve-transitions/,live
Quincy Public Schools Child Family Mentor Program,https://bellaease.com/referralguide/quincy-public-schools-child-family-mentor-program/,live
Quincy University,https://www.quincy.edu/academics/,live
Quinn Essential Services & Travel,http://web.archive.org/web/20050830190246/www.fastcompany.com/magazine/06/writestuff.html,archived
R Goldstein & Associates,https://taxrpo.com/preparer/ronald-goldstein-sharon-ma/,live
R King & Associates,https://www.mapquest.com/us/california/r-king-associates-784086790,live
REACH Milwaukee,https://www.headquarterscontacts.com/milwaukee-electric-tool-corporation/,live
REAP,https://reap2026.in/,live
"REAP, Inc,",https://reapusa.org/,live
REVOY Presentations,https://www.slideshare.net/MaryAdeleRevoy,live
RHS Telecom,http://rhstelecom.com/,live
RITE Educational Services,https://www.aalas.org/national-meeting,live
RNB Consulting Services,http://ca.urlm.com/www.rnbconsulting.ca,live
RSVP Hull House,https://www.hullhousemuseum.org/programs-and-events-at-hullhouse/2020/11/19/hull-house-trivia-family-day,live
Rainbow PUSH Coalition,https://www.rainbowpush.org/pr04222025,live
Ravenswood Elementary,https://www.ravenswoodelementary.org/,live
Reaching the Mark,http://mg-sg.pbworks.com/w/page/5824915/Reaching+the+Mark+by+Mandangalo,live
Reading For Life (RFL) Maple Park United Methodist Church,https://www.mybkexperience.com/,live
Reading Power,https://www.readingpowergear.com/store/writing-power,live
Reading in Motion,https://readinginmotion.org/events/,live
Reading is Fundamental,https://www.rif.org/,live
Recovering the Gifted Child,https://www.publicschoolreview.com/recovering-the-gifted-child-elementary-school-profile,live
RedEye,https://steamcommunity.com/id/redeye_official/myworkshopfiles/?section=collections&appid=281990,live
Reel Beauty,https://linktr.ee/ReelBeauty,live
Resolute Consulting LLC,https://www.resoluteconsulting.co/,live
Resource Center & Creative Re Use,https://www.recraftgvl.org/,live
Retired Senior Volunteer Program,https://aging.ny.gov/retired-senior-volunteer-program-rsvp,live
"Retired Senior Volunteer Program, West Centralm IL",https://about.illinoisstate.edu/mcsrc/opportunities/,live
Rich Central High School,https://vanlett.com/RichCentralHS,live
Rich Township Youth and Family Services,https://web.archive.org/web/20150207185816/http:/hiphop.sh/suge,archived
Richard J Daley College Workforce & Economic Development,https://web.archive.org/web/20110904015839/http://richardjdaleycollege.org/,archived
Right Start Outreach Center,https://www.telephonedirectories.us/Business/Social_Service_Organizations/IL,live
Riis School,https://chicagohistoricschools.wordpress.com/2013/11/02/jacob-riis-school/,live
Rites of Passage New Community The Prevailing Church,,not found
Roberson High School,https://www.publicschoolreview.com/roberson-high-school-profile,live
Robert Spatz Services,,not found
Rock Christian Academy,https://www.littlerockchristian.com/,live
Rock for Reading,https://web.archive.org/web/20160512025745/www.teachit.co.uk/armoore/anthology/pre1914poetry.htm,archived
RockWay Gardens,https://www.kitchenerhs.ca/rockway-gardens/,live
Rockford Computers for Schools,https://www.recyclingcenternear.me/recycle-centers/illinois/loves-park-il/rockford-computers-for-schools-61111/,live
Rockford MELD,https://www.cap4kids.org/rockford/parent-handouts/shelters/emergency-shelters/,live
Rockford MELD Community Village Mentoring Program,https://us.shein.com/Shipping-Info-a-280.html,live
"Rockford MELD, Community Village Mentoring Program",https://www.gymshark.com/collections/all-products/womens,live
Rockford School District,https://www.greatschools.org/illinois/,live
Rockford School District 205,https://www.rps205.com/,live
Rockford YMCA (Mentoring Collaboration Chairman),,not found
Rockford YMCA – BBBS Mentoring,,not found
Rockford's Mentoring Partnership,,not found
Rockwell Grant Youth Project c o Rush Presbyterian St Lukes Medical Center,,not found
Rocky Hill School,https://www.joinchargeback.com/cancels/how-to-cancel-rocky-hill-school,live
Rogers County Volunteers for Youth,https://volunteersforyouthrc.networkforgood.com/,live
Rogers Park Lutheran Church,http://web.archive.org/web/20061212165625/www.nisbco.org/biblio_A-H.htm,archived
Roosevelt High School,https://roosevelt.cnusd.k12.ca.us/our_school/bell_schedules,live
Roosevelt University,https://tripomatic.com/en/poi/roosevelt-university-poi:1424868,live
Roosevelt University Chicago Education Alliance,https://www.taylor.edu/life-at-taylor/student-activities/athletics/,live
Rosalind Reed Enterprises,https://web.archive.org/web/20220801141926/https:/www.tester.senate.gov/public-schedule/,archived
Roseland Christian Reform Church,,not found
Rush Presbyterian St Lukes Medical Center,https://www.joinmychurch.com/churches/Rush-Presbyterian-St-Lukes-Medical-Center-Chicago-Illinois-United-States/20067,live
S H A R E Mentor Program Community & Family Resource Center,http://web.archive.org/web/20020922153719/www.chi-challenge.org/implement3.htm,archived
S O A R,https://www.lyricsmode.com/lyrics/d/devour_the_day/soar.html,live
S O N Foundation,http://sonfourlife.blogspot.com/,live
S.T.E.E.P. Project,https://web.archive.org/web/20070207021813/members.aol.com/Polycell/glossary.html,archived
SAAF. Inc.,https://offshoreleaks.icij.org/nodes/10080671,live
SAY Y.E.S! Youth Center,https://isp111group5.wordpress.com/,live
SER Business and Technical Institute,http://educationdepartment.org/info/420945,live
SER Central States Youth Career Development Center,https://www.bonnevillecountyidaho.gov/,live
SGA  Youth Youth & Family Services - Kids Unlimited Mentoring Program,,not found
SGA Youth and Family Services,https://himalayas.app/companies/sga-youth-and-family-services,live
SMAS Company,https://smasltd.com/products-and-services/,live
SOAR Youth Programs,https://www.soarforyouth.org/,live
SOS Childrens Villages Illinois,https://www.onefamilyillinois.org/,live
STEEP Martin Temple AME Zion Church,,not found
"STEP, Inc.",https://www.stepcorp.org/,live
STREETWISE,https://streetwiseparts.com/,live
SUNY Fredonia,https://www.fredonia.edu/,live
Sabin Magnet School,https://www.sabin.cps.edu/,live
Safe  Haven - Progressive Community Center,https://web.archive.org/web/20200108223730/https:/joebiden.com/justice/,archived
Safe Haven Ministries - Over Comers,,not found
Safe Haven Ministries Over Comers,,not found
"Safe Haven Ministries, Over Comers",,not found
"Safe Haven Ministries, Over-Comers",,not found
Saint Agatha Family Empowerment (S.A.F.E.),,not found
Saint Anselms Jim Fisher Development Center,,not found
Saint Chrysostoms Church,https://3pulse.com/ru/geo/united-states/cities/quincy/sights/page5,live
Salem After School Program,https://web.archive.org/web/20050316095503/www.wsjs.com/programs/mike_fenley/2004_Archive/MF-04-03-Mar.html,archived
Salem Youth Services,https://www.ojp.gov/ncjrs/virtual-library/abstracts/salem-nh-monitoring-report-salem-youth-services-bureau,live
San Miguel School,https://www.sanmigueldc.org/,live
Sankofa Safe Child Initiative,https://sankofasafechildinitiative.org/,live
"Sankofa Safe Child Initiative, Bishop Dempsey Center",,not found
Santa Clara University,https://www.scu.edu/404?targetURL=https:///cas/esi/,live
Sarahs Circle,https://sarahs-circle.org/donate/,live
Sargent Shriver National Center on Pove,https://www.povertylaw.org/,live
Sasa Imani,https://www.jamiiforums.com/threads/dini-na-imani-za-watu.1917724/,live
Scholarship Foundation,https://www.mlsf.org/,live
School Business Partners,https://www.lcps.org/sbp,live
School Counseling Services Department of Pupil Support Mentor Connection Program,https://www.mccsc.edu/,live
"School District of Baraboo, WI",https://www.baraboo.k12.wi.us/,live
Science Linkages in the Community,https://loyolacurl.squarespace.com/projects/community-computer-center.html,live
Science and Math Achiever Teams,https://archive.org/stream/novaillinoismath06auro/novaillinoismath06auro_djvu.txt,live
Sean Achievement Center,https://www.crueltyfreekitty.com/list-of-cruelty-free-brands/,live
Search Resources,https://marcomm.med.washu.edu/resources/,live
Sears Holdings,https://www.pbgc.gov/wr/sears-holdings-pension-plans,live
Sears Holdings Corporation,https://www.pbgc.gov/wr/sears-holdings-pension-plans,live
Seed Of Hope Foundation,https://mysoh.e-junkie.com/,live
Seeds of Youth Success Project,https://web.archive.org/web/20071007144257/www.new-right.org/?p=21,archived
